,S&P500,AMZN,BLK,MA,ORCL,TMUS
8/16/2011,1192.76001,197.679993,124.715614,29.489477,24.284424,17.921597
8/17/2011,1193.890015,195.929993,124.731117,28.716589,24.196335,18.214325
8/18/2011,1140.650024,182.520004,117.84375,26.840704,22.188051,17.043402
8/19/2011,1123.530029,178.929993,117.108559,26.422579,21.82691,16.701885
8/22/2011,1123.819946,177.539993,117.758553,26.936657,22.073545,16.474207
8/23/2011,1162.349976,193.550003,123.361351,28.379442,23.077692,17.206032
8/24/2011,1177.599976,193.729996,126.70443,28.626802,23.50049,17.580076
8/25/2011,1159.27002,192.029999,122.765518,28.420816,22.813442,16.978352
8/26/2011,1176.800049,199.270004,124.584084,28.638248,23.474066,17.352396
8/29/2011,1210.079956,206.529999,130.148117,28.817818,24.583902,18.149273
8/30/2011,1212.920044,210.919998,129.234985,29.025564,24.548674,18.295639
8/31/2011,1218.890015,215.229996,128.552246,29.023802,24.724836,18.149273
9/1/2011,1204.420044,212.539993,126.937027,29.054609,24.522247,17.824017
9/2/2011,1173.969971,210,121.755997,28.228907,23.75592,16.783197
9/6/2011,1165.23999,216.179993,118.923485,28.433132,23.333124,16.474207
9/7/2011,1198.619995,219.899994,123.995346,29.850389,24.337271,17.352396
9/8/2011,1185.900024,217.259995,121.615471,29.745644,23.535715,17.238558
9/9/2011,1154.22998,211.389999,117.877899,28.34687,22.90152,17.010878
9/12/2011,1162.27002,216.559998,118.057396,28.348625,23.562143,16.978352
9/13/2011,1172.869995,219.529999,117.994972,28.948984,24.416542,16.994616
9/14/2011,1188.680054,222.570007,118.837654,29.68578,24.7953,16.897039
9/15/2011,1209.109985,226.779999,124.206039,30.628559,25.499966,16.831987
9/16/2011,1216.01001,239.300003,125.532532,30.541416,25.746593,16.425419
9/19/2011,1204.089966,241.690002,121.919785,30.632078,25.561625,16.262791
9/20/2011,1202.089966,233.25,121.397003,31.142641,24.971466,16.376629
9/21/2011,1166.76001,231.869995,114.873802,30.015007,26.019659,15.108132
9/22/2011,1129.560059,223.229996,112.946526,29.133841,24.96266,14.538933
9/23/2011,1136.430054,223.610001,115.193741,29.668171,25.455923,14.815402
9/26/2011,1162.949951,229.850006,117.316071,29.436651,26.169395,14.782877
9/27/2011,1175.380005,224.210007,118.985931,29.763243,26.539339,15.319549
9/28/2011,1151.060059,229.710007,115.911613,29.033495,25.94038,14.473882
9/29/2011,1160.400024,222.440002,118.338272,28.905844,26.116545,14.750351
9/30/2011,1131.420044,216.229996,115.490189,27.919044,25.314991,14.164889
10/3/2011,1099.22998,211.979996,110.621277,27.366228,24.610323,13.302962
10/4/2011,1123.949951,212.5,115.248451,27.082777,25.270948,13.400538
10/5/2011,1144.030029,219.5,117.82431,27.717041,25.993235,13.498116
10/6/2011,1164.969971,221.509995,118.748131,27.976233,26.486492,13.985999
10/7/2011,1155.459961,224.740005,115.702545,27.55162,26.398235,12.896392
10/10/2011,1194.890015,231.320007,121.551041,28.821011,27.333776,13.888422
10/11/2011,1195.540039,235.479996,119.836441,29.14831,27.298473,13.530641
10/12/2011,1207.25,236.809998,122.13829,29.013857,27.457338,13.872159
10/13/2011,1203.660034,236.149994,120.298309,29.721531,27.483812,14.538933
10/14/2011,1224.579956,246.710007,122.067825,30.216021,28.110455,14.79914
10/17/2011,1200.859985,242.330002,118.012146,29.644573,27.56325,14.376306
10/18/2011,1225.380005,243.880005,122.373138,30.066526,28.13693,14.750351
10/19/2011,1209.880005,231.529999,116.595093,28.640553,27.792725,14.083575
10/20/2011,1215.390015,233.610001,119.131775,28.809517,27.828028,14.6853
10/21/2011,1238.25,234.779999,120.822937,29.492426,28.348753,14.945504
10/24/2011,1254.189941,237.610001,123.297012,30.137295,29.010689,15.124395
10/25/2011,1229.050049,227.149994,117.738144,28.971392,28.569397,14.79914
10/26/2011,1242,198.399994,120.862099,29.108503,28.595881,15.758643
10/27/2011,1284.589966,206.779999,132.4104,30.885662,29.707949,15.823694
10/28/2011,1285.089966,217.320007,132.927124,31.365984,29.734421,14.538933
10/31/2011,1253.300049,213.509995,123.53968,30.716696,28.922436,13.823371
11/1/2011,1218.280029,212.100006,117.440636,29.572029,27.96924,12.457297
11/2/2011,1237.900024,215.619995,121.762466,31.638458,28.489965,13.93721
11/3/2011,1261.150024,218.289993,124.690613,32.428394,29.222513,14.620247
11/4/2011,1253.22998,216.479996,123.390953,31.853409,28.728266,14.587722
11/7/2011,1261.119995,217,125.309151,32.36824,29.010689,14.45762
11/8/2011,1275.920044,217.990005,127.744072,32.559311,29.663816,14.197414
11/9/2011,1229.099976,211.220001,119.969505,31.618986,27.88098,13.709532
11/10/2011,1239.699951,210.789993,125.176033,31.855183,28.004549,13.790845
11/11/2011,1263.849976,217.389999,128.660156,32.743309,28.569397,14.360043
11/14/2011,1251.780029,218.929993,127.712784,32.488541,28.50762,14.116101
11/15/2011,1257.810059,217.830002,129.873718,32.847687,29.090128,14.294991
11/16/2011,1236.910034,211.990005,126.311264,31.933897,28.234018,14.05105
11/17/2011,1216.130005,204.520004,124.956856,31.791481,27.201385,13.46559
11/18/2011,1215.650024,197.139999,124.690613,31.882587,27.007215,13.107809
11/21/2011,1192.97998,189.25,122.615868,31.120066,26.398235,12.896392
11/22/2011,1188.040039,192.339996,121.989517,31.363342,26.309978,12.587399
11/23/2011,1161.790039,188.990005,118.607224,30.699902,25.595081,12.310932
11/25/2011,1158.670044,182.399994,118.434959,30.624695,25.365601,12.213356
11/28/2011,1192.550049,194.149994,125.136925,31.779095,26.362926,12.88013
11/29/2011,1195.189941,188.389999,126.076431,31.640221,26.248196,12.603662
11/30/2011,1246.959961,192.289993,134.696564,33.13253,27.669161,13.628218
12/1/2011,1244.579956,197.130005,132.127533,33.699558,27.951586,13.498116
12/2/2011,1244.280029,196.029999,133.39827,33.471348,27.536772,13.481853
12/5/2011,1257.079956,196.240005,139.15184,32.981266,28.154589,13.57943
12/6/2011,1258.469971,191.990005,136.902527,32.845043,28.004549,14.63651
12/7/2011,1261.01001,195.320007,137.620743,33.114849,27.836849,13.953473
12/8/2011,1234.349976,190.479996,132.198608,32.668999,27.130779,13.449327
12/9/2011,1255.189941,193.029999,136.286911,33.386406,27.96924,13.774583
12/12/2011,1236.469971,189.520004,133.761337,32.843273,27.642683,13.611955
12/13/2011,1225.72998,180.509995,132.395905,32.636276,27.210211,13.872159
12/14/2011,1211.819946,180.210007,131.756683,31.944527,26.362926,13.319224
12/15/2011,1215.75,181.259995,132.46698,31.775562,25.621555,13.725794
12/16/2011,1219.660034,181.259995,134.432175,32.036522,25.780413,13.546904
12/19/2011,1205.349976,179.330002,130.699066,31.733988,25.250864,12.928918
12/20/2011,1241.300049,182.520004,136.649933,33.075924,25.745117,13.481853
12/21/2011,1243.719971,174.350006,136.815735,33.099804,22.744314,13.530641
12/22/2011,1254,179.029999,138.5047,32.840603,22.673708,13.693269
12/23/2011,1265.329956,177.279999,140.809265,33.450989,23.000261,13.286699
12/27/2011,1265.430054,176.270004,140.359421,33.150234,22.620752,13.57943
12/28/2011,1249.640015,173.889999,139.254456,33.064415,22.514845,13.075283
12/29/2011,1263.02002,173.860001,141.590637,33.461601,22.77079,13.400538
12/30/2011,1257.599976,173.100006,140.675156,32.9795,22.638403,14.116101
